Timestamp,Vault,Chain,Type,Month,SharePrice,APY
2021-07-01 00:00:00+00:00,yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0145922863098022,0.1655698547396791
2021-07-01 00:00:00+00:00,yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0159720111142236,0.1906876476553494
2021-07-01 00:00:00+00:00,yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0082512610047392,0.05238017443585652
2021-07-01 00:00:00+00:00,yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.019029305646666,0.14475949913510244
2021-07-01 00:00:00+00:00,yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jul/21,1.0157925598501627,0.1225840046867237
2021-07-01 00:00:00+00:00,yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0113487499485179,0.0892331983025827
2021-07-01 00:00:00+00:00,yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.001033390784236,0.012654173205091768
2021-07-01 00:00:00+00:00,yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.039085586945326,0.15516270190770176
2021-07-01 00:00:00+00:00,yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.011070939174063,0.08843406726366965
2021-07-01 00:00:00+00:00,yvCurve-RSV 0.3.5 - ETH,ETH,Other,jul/21,1.0,
2021-07-01 00:00:00+00:00,yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0209856060758795,0.12438105293606783
2021-07-01 00:00:00+00:00,yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.009342647983973,0.1004544329562167
2021-07-01 00:00:00+00:00,yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0120905828414761,0.1575595262902445
2021-07-01 00:00:00+00:00,yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jul/21,1.0178904192679696,0.20970312157426685
2021-07-01 00:00:00+00:00,yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jul/21,1.0158248283840559,0.1622962535934127
2021-07-01 00:00:00+00:00,yvCurve-UST 0.3.5 - ETH,ETH,Stable,jul/21,1.011258340828566,0.10866505603954257
2021-07-01 00:00:00+00:00,yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jul/21,1.0047545963275648,-1.0
2021-07-01 00:00:00+00:00,yvsteCRV 0.3.0 - ETH,ETH,Other,jul/21,1.0671970956563357,0.03407074633866958
2021-07-01 00:00:00+00:00,yveCRV 0.3.2 - ETH,ETH,Other,jul/21,1.9001449452397365,0.05862262159506493
2021-07-01 00:00:00+00:00,yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jul/21,1.0081377526885114,0.09121936654538954
2021-07-01 00:00:00+00:00,yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jul/21,1.0105738374499529,0.12713727728438906
2021-07-01 00:00:00+00:00,yvhCRV 0.3.3 - ETH,ETH,Other,jul/21,1.018962826131189,0.04451729792919146
2021-07-01 00:00:00+00:00,yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.002948904273574,0.012737064517627461
2021-07-01 00:00:00+00:00,yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.0176137913998446,0.09433404838059811
2021-07-01 00:00:00+00:00,yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.003620834544948,0.044985635428490545
2021-07-01 00:00:00+00:00,yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.0033954807599232,0.026216992543045547
2021-07-01 00:00:00+00:00,yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.0183155805601969,0.09662157025336171
2021-07-01 00:00:00+00:00,yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jul/21,1.007187353901953,0.020755296419436853
2021-07-01 00:00:00+00:00,yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jul/21,1.0109861081781109,0.0
2021-07-01 00:00:00+00:00,yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jul/21,1.0065976737728655,
2021-07-01 00:00:00+00:00,yvBOOST 0.3.5 - ETH,ETH,Altcoin,jul/21,1.0462946049587607,0.26337607503199
2021-07-01 00:00:00+00:00,yvDAI 0.3.0 - ETH,ETH,Stable,jul/21,1.052296322931683,0.058263981523858144
2021-07-01 00:00:00+00:00,yvWBTC 0.3.1 - ETH,ETH,BTC,jul/21,1.00298591,2.427701444318586e-07
2021-07-01 00:00:00+00:00,yvDAI 0.2.2 - ETH,ETH,Stable,jul/21,1.019174762524669,0.0
2021-07-01 00:00:00+00:00,yvUSDC 0.2.2 - ETH,ETH,Stable,jul/21,1.018613,0.0
2021-08-01 00:00:00+00:00,yvCurve-USDT 0.3.5 - ETH,ETH,Stable,aug/21,1.0,0.0
2021-08-01 00:00:00+00:00,yvCurve-USDK 0.3.5 - ETH,ETH,Stable,aug/21,1.0,0.0
2021-08-01 00:00:00+00:00,yvCurve-Pax 0.3.5 - ETH,ETH,Stable,aug/21,1.0,0.0
2021-08-01 00:00:00+00:00,yvWETH 0.4.2 - ETH,ETH,ETH,aug/21,1.0009910687880774,0.010241322642054795
2021-08-01 00:00:00+00:00,yvWETH 0.3.2 - ETH,ETH,ETH,aug/21,1.0165797278384496,0.02705366303296186
2021-08-01 00:00:00+00:00,yvYFI 0.3.2 - ETH,ETH,Altcoin,aug/21,1.0224469756223522,0.0014058862747561296
2021-08-01 00:00:00+00:00,yvWBTC 0.3.5 - ETH,ETH,BTC,aug/21,1.00907783,0.01276603506183771
2021-08-01 00:00:00+00:00,yvDAI 0.4.3 - ETH,ETH,Stable,aug/21,1.0020904467681513,
2021-08-01 00:00:00+00:00,yvUSDC 0.3.0 - ETH,ETH,Stable,aug/21,1.066404,0.050397034770191196
2021-08-01 00:00:00+00:00,yvUSDT 0.3.5 - ETH,ETH,Stable,aug/21,1.014206,0.043235471394849734
2021-08-01 00:00:00+00:00,yvTUSD 0.4.3 - ETH,ETH,Stable,aug/21,1.0,
2021-08-01 00:00:00+00:00,yvsUSD 0.3.3 - ETH,ETH,Stable,aug/21,1.0197774580740022,0.02265149273720879
2021-08-01 00:00:00+00:00,yvRAI 0.4.2 - ETH,ETH,Altcoin,aug/21,1.0019683982839978,0.01222549089958802
2021-08-01 00:00:00+00:00,yvLINK 0.4.3 - ETH,ETH,Other,aug/21,1.0017724320668275,0.014287525478750895
2021-08-01 00:00:00+00:00,yvSNX 0.3.5 - ETH,ETH,Altcoin,aug/21,1.0183760262577477,0.03700280966224856
2021-08-01 00:00:00+00:00,yvAAVE 0.4.3 - ETH,ETH,Altcoin,aug/21,1.0,
2021-08-01 00:00:00+00:00,yvSUSHI 0.4.3 - ETH,ETH,Altcoin,aug/21,1.0,
2021-08-01 00:00:00+00:00,yvCOMP 0.4.3 - ETH,ETH,Altcoin,aug/21,1.0,
2021-08-01 00:00:00+00:00,yvUNI 0.3.5 - ETH,ETH,Altcoin,aug/21,1.000665555112689,0.00325519376825234
